edad;abandono;viajes;departamento;distancia_casa;educacion;carrera;empleados;id;satisfaccion_entorno;sexo;implicacion;nivel_laboral;puesto;satisfaccion_trabajo;estado_civil;salario_mes;num_empresas_anteriores;mayor_edad;horas_extra;incremento_salario_porc;evaluacion;satisfaccion_companeros;horas_quincena;nivel_acciones;anos_experiencia;num_formaciones_ult_ano;conciliacion;anos_compania;anos_en_puesto;anos_desde_ult_promocion;anos_con_manager_actual
44;No;Travel_Rarely;Sales;3;Universitaria;Marketing;1;3277;Media;M;Alta;2;Sales Executive;Alta;Single;3391;8;Y;No;13;Alta;Muy_Alta;80;0;6;3;Alta;8;3.0;1;6
31;No;Travel_Frequently;Sales;3;Universitaria;Marketing;1;3278;Muy_Alta;M;Alta;1;Sales Representative;Alta;Divorced;4297;1;Y;No;11;Alta;Alta;80;1;4;5;Alta;2;1.0;2;3
42;No;Travel_Rarely;Research & Development;14;Universitaria;Life Sciences;1;3279;Baja;M;Alta;1;Research Scientist;Alta;Divorced;2267;3;Y;No;11;Alta;Baja;80;1;14;1;Alta;8;3.0;2;8
40;No;Non-Travel;Research & Development;23;Secundaria;Life Sciences;1;3280;Muy_Alta;F;Media;2;Research Scientist;Media;Single;3024;0;Y;No;11;Alta;Muy_Alta;80;0;20;2;Media;21;2.0;3;7
46;No;Travel_Rarely;Sales;1;Universitaria;Life Sciences;1;3281;Alta;M;Alta;3;Sales Executive;Alta;Divorced;8173;3;Y;Yes;12;Alta;Media;80;1;11;5;Alta;9;4.0;1;4
26;Yes;Travel_Rarely;Sales;21;Secundaria;Life Sciences;1;3282;Muy_Alta;F;Media;3;Sales Executive;Media;Married;8550;1;Y;No;13;Alta;Baja;80;1;11;3;Media;12;3.0;3;9
34;No;Travel_Frequently;Research & Development;18;Universitaria;Life Sciences;1;3283;Alta;M;Alta;3;Manufacturing Director;Alta;Single;10201;2;Y;No;11;Alta;Alta;80;0;11;2;Alta;3;3.0;2;2
47;No;Travel_Rarely;Sales;4;Master;Marketing;1;3284;Media;F;Muy_Alta;2;Sales Executive;Muy_Alta;Married;8693;2;Y;No;12;Alta;Muy_Alta;80;0;16;3;Media;2;2.0;2;1
27;No;Travel_Rarely;Research & Development;23;Universitaria;Life Sciences;1;3285;Baja;M;Alta;1;Research Scientist;Alta;Divorced;2352;2;Y;No;22;Muy_Alta;Media;80;2;1;3;Alta;3;3.0;1;2
42;No;Travel_Rarely;Sales;3;Secundaria;Marketing;1;3286;Alta;F;Media;3;Sales Executive;Media;Married;9487;8;Y;No;11;Alta;Baja;80;1;14;2;Media;14;2.0;2;11
30;No;Travel_Rarely;Sales;8;Secundaria;Life Sciences;1;3287;Alta;F;Media;3;Manager;Media;Divorced;11049;9;Y;No;21;Muy_Alta;Alta;80;1;10;3;Media;8;2.0;0;1
31;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;3288;Media;M;Alta;2;Research Scientist;Alta;Married;6600;2;Y;No;18;Alta;Media;80;2;11;3;Media;9;3.0;2;9
37;No;Travel_Rarely;Research & Development;16;Universitaria;Life Sciences;1;3289;Baja;M;Alta;2;Manufacturing Director;Alta;Single;6672;0;Y;No;11;Alta;Baja;80;0;11;6;Alta;10;3.0;1;7
40;No;Travel_Rarely;Research & Development;12;Master;Medical;1;3290;Media;F;Muy_Alta;2;Healthcare Representative;Muy_Alta;Married;6716;5;Y;No;18;Alta;Alta;80;2;7;2;Baja;2;2.0;0;0
50;No;Travel_Rarely;Research & Development;6;Secundaria;Life Sciences;1;3291;Muy_Alta;F;Media;5;Research Director;Media;Married;19314;3;Y;No;12;Alta;Muy_Alta;80;0;29;3;Baja;21;2.0;11;9
53;Yes;Travel_Rarely;Sales;24;Universitaria;Life Sciences;1;3292;Baja;M;Alta;3;Sales Executive;Alta;Single;10096;6;Y;Yes;13;Alta;Media;80;0;11;2;Alta;1;1.0;1;2
27;No;Travel_Frequently;Research & Development;1;Master;Life Sciences;1;3293;Muy_Alta;F;Muy_Alta;2;Manufacturing Director;Muy_Alta;Divorced;3380;1;Y;No;16;Alta;Alta;80;2;8;6;Alta;6;1.0;0;6
48;No;Non-Travel;Sales;10;Secundaria;Life Sciences;1;3294;Media;F;Media;2;Sales Executive;Media;Married;5415;1;Y;No;14;Alta;Muy_Alta;80;1;15;2;Media;15;1.0;4;12
36;No;Travel_Rarely;Sales;13;Secundaria;Marketing;1;3295;Media;F;Media;2;Sales Executive;Media;Married;7142;4;Y;No;15;Alta;Baja;80;1;6;2;Media;8;3.0;0;0
38;No;Travel_Rarely;Sales;16;Universitaria;Life Sciences;1;3296;Media;M;Alta;2;Sales Executive;Alta;Single;3523;1;Y;No;11;Alta;Media;80;0;8;5;Alta;2;2.0;1;3
25;No;Travel_Rarely;Research & Development;1;Secundaria;Medical;1;3297;Baja;F;Media;1;Research Scientist;Media;Single;4222;1;Y;No;12;Alta;Muy_Alta;80;0;6;2;Alta;3;1.0;2;1
29;Yes;Travel_Rarely;Sales;15;Universitaria;Marketing;1;3298;Muy_Alta;M;Alta;2;Sales Executive;Alta;Single;10592;3;Y;Yes;12;Alta;Muy_Alta;80;0;5;0;Media;2;2.0;1;3
30;No;Travel_Rarely;Research & Development;15;Master;Life Sciences;1;3299;Alta;F;Muy_Alta;2;Healthcare Representative;Muy_Alta;Married;5916;2;Y;No;16;Alta;Alta;80;1;6;3;Alta;8;4.0;1;8
33;No;Travel_Rarely;Research & Development;4;Universitaria;Other;1;3300;Muy_Alta;M;Alta;2;Research Scientist;Alta;Married;8062;4;Y;Yes;23;Muy_Alta;Muy_Alta;80;1;14;2;Alta;2;2.0;1;0
30;No;Travel_Rarely;Sales;9;Universitaria;Marketing;1;3301;Muy_Alta;M;Alta;2;Sales Executive;Alta;Single;6109;2;Y;No;12;Alta;Muy_Alta;80;0;11;2;Alta;10;3.0;0;8
44;No;Travel_Frequently;Research & Development;9;Universitaria;Medical;1;3302;Muy_Alta;M;Alta;2;Laboratory Technician;Alta;Divorced;4900;3;Y;Yes;13;Alta;Media;80;1;12;3;Alta;11;3.0;4;7
34;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;3303;Baja;M;Alta;2;Research Scientist;Alta;Married;5780;1;Y;Yes;12;Alta;Muy_Alta;80;1;6;2;Media;5;2.0;0;5
29;No;Travel_Rarely;Sales;21;Universitaria;Marketing;1;3304;Muy_Alta;M;Alta;2;Sales Executive;Alta;Divorced;5290;2;Y;No;14;Alta;Muy_Alta;80;1;9;2;Media;2;2.0;0;3
35;No;Travel_Rarely;Sales;16;Universitaria;Medical;1;3305;Alta;M;Alta;2;Sales Executive;Alta;Married;4415;1;Y;No;16;Alta;Media;80;0;6;3;Alta;3;3.0;1;0
37;Yes;Travel_Frequently;Human Resources;25;Universitaria;Human Resources;1;3306;Media;M;Alta;3;Human Resources;Alta;Divorced;12430;9;Y;Yes;15;Alta;Alta;80;3;10;2;Alta;1;1.0;0;2
26;No;Travel_Rarely;Research & Development;15;Secundaria;Other;1;3307;Muy_Alta;F;Media;1;Laboratory Technician;Media;Married;2267;1;Y;No;20;Muy_Alta;Muy_Alta;80;1;3;2;Muy_Alta;1;1.0;0;0
27;No;Travel_Rarely;Sales;13;Universitaria;Medical;1;3308;Media;M;Alta;1;Sales Representative;Alta;Married;1009;1;Y;No;12;Alta;Alta;80;0;7;1;Alta;6;4.0;0;6
26;No;Travel_Rarely;Research & Development;3;Universitaria;Medical;1;3309;Muy_Alta;M;Alta;3;Manufacturing Director;Alta;Divorced;6727;1;Y;No;19;Alta;Media;80;3;11;3;Muy_Alta;9;3.0;1;7
37;No;Travel_Rarely;Research & Development;9;Universitaria;Life Sciences;1;3310;Alta;M;Alta;1;Laboratory Technician;Alta;Married;1442;2;Y;No;21;Muy_Alta;Muy_Alta;80;1;5;2;Media;4;1.0;0;3
35;Yes;Travel_Rarely;Sales;3;Secundaria;Life Sciences;1;3311;Alta;F;Media;3;Sales Executive;Media;Married;10922;2;Y;Yes;11;Alta;Baja;80;1;17;6;Media;16;3.0;3;8
32;No;Travel_Rarely;Research & Development;1;Secundaria;Life Sciences;1;3312;Muy_Alta;F;Media;1;Laboratory Technician;Media;Married;1317;1;Y;No;14;Alta;Alta;80;1;4;3;Media;4;3.0;3;2
22;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;3313;Muy_Alta;M;Alta;1;Research Scientist;Alta;Single;3138;0;Y;No;12;Alta;Muy_Alta;80;0;5;2;Alta;2;2.0;1;3
41;No;Travel_Rarely;Sales;2;Secundaria;Marketing;1;3314;Alta;F;Media;3;Sales Executive;Media;Married;10209;7;Y;No;11;Alta;Baja;80;1;16;2;Media;11;2.0;2;10
52;No;Travel_Rarely;Research & Development;24;Universitaria;Life Sciences;1;3315;Muy_Alta;M;Alta;4;Manufacturing Director;Alta;Married;15623;3;Y;Yes;17;Alta;Muy_Alta;80;1;20;2;Media;11;3.0;1;5
34;No;Travel_Rarely;Sales;2;Secundaria;Medical;1;3316;Media;F;Media;1;Sales Representative;Media;Married;2026;0;Y;No;14;Alta;Media;80;1;0;2;Muy_Alta;2;2.0;2;3
38;No;Travel_Rarely;Research & Development;11;Master;Life Sciences;1;3317;Muy_Alta;F;Muy_Alta;1;Laboratory Technician;Muy_Alta;Married;1539;1;Y;No;18;Alta;Muy_Alta;80;0;0;2;Muy_Alta;1;1.0;0;0
50;No;Travel_Rarely;Sales;14;Universitaria;Life Sciences;1;3318;Alta;M;Alta;2;Sales Executive;Alta;Married;4681;4;Y;No;11;Alta;Alta;80;1;18;2;Alta;7;3.0;0;7
37;No;Travel_Rarely;Research & Development;7;Universitaria;Life Sciences;1;3319;Alta;M;Alta;1;Research Scientist;Alta;Married;3768;1;Y;Yes;15;Alta;Muy_Alta;80;0;6;3;Alta;3;3.0;2;2
30;No;Travel_Rarely;Sales;10;Universitaria;Technical Degree;1;3320;Media;M;Alta;2;Sales Executive;Alta;Single;8127;0;Y;No;11;Alta;Media;80;0;6;6;Alta;5;3.0;3;4
51;No;Travel_Rarely;Research & Development;1;Universitaria;Technical Degree;1;3321;Muy_Alta;F;Alta;2;Research Scientist;Alta;Divorced;4731;3;Y;Yes;12;Alta;Media;80;2;18;3;Alta;11;3.0;7;9
25;Yes;Travel_Frequently;Research & Development;5;Universitaria;Medical;1;3322;Media;M;Alta;1;Laboratory Technician;Alta;Single;4669;2;Y;Yes;11;Alta;Alta;80;0;3;2;Alta;0;0.0;1;0
40;Yes;Travel_Rarely;Research & Development;8;Universitaria;Life Sciences;1;3323;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Single;1617;4;Y;No;13;Alta;Media;80;0;15;3;Media;5;3.0;1;0
33;No;Non-Travel;Sales;9;Secundaria;Marketing;1;3324;Alta;F;Media;3;Sales Executive;Media;Married;8795;4;Y;Yes;11;Alta;Media;80;1;17;6;Media;14;2.0;4;12
34;No;Non-Travel;Research & Development;4;Universitaria;Medical;1;3325;Alta;M;Alta;1;Research Scientist;Alta;Divorced;3321;2;Y;Yes;14;Alta;Muy_Alta;80;1;0;3;Alta;3;2.0;2;4
48;No;Non-Travel;Research & Development;3;Secundaria;Life Sciences;1;3326;Alta;F;Media;3;Healthcare Representative;Media;Married;12047;4;Y;No;23;Muy_Alta;Muy_Alta;80;1;29;3;Alta;24;3.0;14;5
25;No;Travel_Rarely;Research & Development;2;Universitaria;Technical Degree;1;3327;Baja;M;Alta;1;Laboratory Technician;Alta;Married;2199;4;Y;No;12;Alta;Media;80;1;8;2;Alta;1;1.0;1;3
49;Yes;Travel_Rarely;Research & Development;6;Secundaria;Medical;1;3328;Alta;F;Media;2;Research Scientist;Media;Married;5274;1;Y;No;15;Alta;Baja;80;0;13;3;Alta;7;2.0;8;7
27;No;Travel_Rarely;Research & Development;4;Universitaria;Life Sciences;1;3329;Media;M;Alta;1;Research Scientist;Alta;Single;2566;2;Y;No;19;Alta;Alta;80;0;0;1;Alta;1;1.0;0;0
52;No;Travel_Rarely;Sales;14;Universitaria;Life Sciences;1;3330;Alta;M;Alta;2;Sales Executive;Alta;Married;3661;4;Y;No;11;Alta;Alta;80;1;17;2;Alta;8;3.0;0;7
31;No;Travel_Rarely;Research & Development;3;Master;Medical;1;3331;Baja;F;Muy_Alta;4;Research Director;Muy_Alta;Divorced;15975;4;Y;No;20;Alta;Alta;80;1;6;2;Alta;7;3.0;0;4
37;No;Travel_Rarely;Research & Development;8;Universitaria;Life Sciences;1;3332;Muy_Alta;M;Alta;1;Research Scientist;Alta;Divorced;2580;1;Y;Yes;12;Alta;Media;80;2;7;3;Alta;4;2.0;2;4
33;Yes;Travel_Rarely;Sales;8;Primaria;Life Sciences;1;3333;Media;M;Baja;2;Sales Executive;Baja;Married;5869;4;Y;Yes;19;Alta;Media;80;0;15;3;Alta;5;3.0;8;6
20;No;Non-Travel;Research & Development;8;Universitaria;Life Sciences;1;3334;Media;M;Alta;1;Research Scientist;Alta;Single;1009;0;Y;No;16;Alta;Muy_Alta;80;0;2;2;Alta;0;0.0;0;0
39;No;Travel_Frequently;Research & Development;20;Master;Life Sciences;1;3335;Alta;M;Muy_Alta;1;Laboratory Technician;Muy_Alta;Married;3123;5;Y;No;17;Alta;Muy_Alta;80;2;5;2;Alta;2;2.0;0;0
32;No;Travel_Rarely;Research & Development;3;Secundaria;Life Sciences;1;3336;Muy_Alta;F;Media;2;Manufacturing Director;Media;Married;6226;6;Y;No;13;Alta;Media;80;1;13;3;Media;12;2.0;5;9
35;No;Travel_Rarely;Research & Development;5;Secundaria;Life Sciences;1;3337;Media;F;Media;1;Research Scientist;Media;Married;4466;9;Y;Yes;14;Alta;Muy_Alta;80;1;7;3;Media;0;0.0;1;0
46;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;3338;Muy_Alta;M;Alta;3;Manufacturing Director;Alta;Divorced;9644;3;Y;No;16;Alta;Alta;80;1;10;4;Alta;7;2.0;4;7
23;No;Travel_Rarely;Research & Development;5;Universitaria;Medical;1;3339;Alta;M;Alta;1;Laboratory Technician;Alta;Single;3308;1;Y;No;14;Alta;Alta;80;0;3;3;Alta;4;2.0;1;2
27;No;Travel_Rarely;Research & Development;6;Secundaria;Medical;1;3340;Baja;F;Media;1;Research Scientist;Media;Single;2065;0;Y;No;13;Alta;Muy_Alta;80;0;5;0;Alta;4;3.0;1;1
54;No;Travel_Rarely;Research & Development;4;Universitaria;Medical;1;3341;Muy_Alta;M;Alta;5;Healthcare Representative;Alta;Single;13781;3;Y;No;17;Alta;Alta;80;0;20;6;Alta;7;3.0;1;0
54;No;Travel_Frequently;Research & Development;3;Universitaria;Life Sciences;1;3342;Muy_Alta;M;Alta;3;Manufacturing Director;Alta;Divorced;9288;8;Y;No;16;Alta;Baja;80;1;34;2;Media;7;3.0;0;4
32;No;Travel_Frequently;Research & Development;1;Master;Other;1;3343;Alta;F;Muy_Alta;2;Healthcare Representative;Muy_Alta;Married;5794;0;Y;Yes;13;Alta;Baja;80;1;8;2;Baja;8;1.0;1;2
43;Yes;Travel_Rarely;Sales;11;Primaria;Marketing;1;3344;Baja;M;Baja;2;Sales Executive;Baja;Single;7249;9;Y;No;13;Alta;Media;80;0;6;2;Baja;2;1.0;2;2
37;No;Travel_Rarely;Sales;4;Universitaria;Life Sciences;1;3345;Media;M;Alta;2;Sales Executive;Alta;Divorced;7008;4;Y;No;15;Alta;Muy_Alta;80;1;14;3;Alta;6;3.0;1;8
45;No;Travel_Frequently;Research & Development;3;Universitaria;Medical;1;3346;Media;M;Alta;2;Healthcare Representative;Alta;Single;5519;4;Y;No;12;Alta;Alta;80;0;13;3;Media;5;3.0;1;4
27;No;Non-Travel;Research & Development;17;Universitaria;Medical;1;3347;Alta;M;Alta;2;Healthcare Representative;Alta;Divorced;6647;5;Y;No;19;Alta;Media;80;1;10;6;Muy_Alta;4;3.0;0;2
50;No;Travel_Rarely;Sales;3;Universitaria;Marketing;1;3348;Media;M;Alta;2;Sales Executive;Alta;Married;3520;2;Y;No;14;Alta;Baja;80;1;17;2;Alta;9;4.0;5;7
29;No;Non-Travel;Sales;23;Universitaria;Technical Degree;1;3349;Muy_Alta;M;Alta;2;Sales Executive;Alta;Married;4223;7;Y;Yes;13;Alta;Media;80;1;5;2;Alta;1;1.0;2;4
37;Yes;Travel_Rarely;Sales;2;Secundaria;Life Sciences;1;3350;Alta;F;Media;2;Sales Executive;Media;Married;9581;2;Y;Yes;11;Alta;Baja;80;1;15;5;Media;15;2.0;3;7
20;Yes;Travel_Frequently;Sales;3;Secundaria;Technical Degree;1;3351;Baja;F;Media;1;Sales Representative;Media;Single;2464;1;Y;Yes;11;Alta;Alta;80;0;2;3;Media;4;3.0;2;1
36;No;Travel_Frequently;Sales;3;Universitaria;Marketing;1;3352;Alta;M;Alta;1;Sales Representative;Alta;Married;1882;5;Y;No;19;Alta;Muy_Alta;80;1;5;3;Alta;6;3.0;1;3
52;Yes;Travel_Rarely;Sales;4;Universitaria;Life Sciences;1;3353;Media;M;Alta;3;Sales Executive;Alta;Single;9280;9;Y;Yes;19;Alta;Alta;80;0;10;2;Media;10;3.0;8;7
40;No;Travel_Rarely;Sales;6;Universitaria;Medical;1;3354;Alta;M;Alta;2;Sales Executive;Alta;Married;7961;4;Y;No;14;Alta;Media;80;1;5;5;Alta;4;3.0;0;1
33;No;Travel_Rarely;Research & Development;18;Master;Life Sciences;1;3355;Media;F;Muy_Alta;2;Research Scientist;Muy_Alta;Married;5253;2;Y;No;11;Alta;Muy_Alta;80;0;17;2;Muy_Alta;16;3.0;1;10
38;No;Travel_Rarely;Sales;4;Secundaria;Life Sciences;1;3356;Muy_Alta;F;Media;2;Sales Executive;Media;Married;7311;5;Y;No;14;Alta;Alta;80;1;19;1;Alta;16;1.0;5;11
26;No;Non-Travel;Research & Development;11;Universitaria;Medical;1;3357;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Single;3667;1;Y;No;20;Muy_Alta;Alta;80;0;6;4;Alta;8;3.0;5;8
32;No;Travel_Rarely;Research & Development;3;Secundaria;Medical;1;3358;Media;F;Media;1;Laboratory Technician;Media;Single;3299;0;Y;No;14;Alta;Muy_Alta;80;0;7;3;Alta;4;4.0;1;1
39;No;Travel_Rarely;Research & Development;15;Master;Life Sciences;1;3359;Muy_Alta;F;Muy_Alta;2;Research Scientist;Muy_Alta;Single;7048;3;Y;Yes;13;Alta;Alta;80;0;10;1;Alta;3;3.0;0;2
57;No;Travel_Rarely;Sales;2;Universitaria;Life Sciences;1;3360;Baja;M;Alta;3;Sales Executive;Alta;Married;8293;3;Y;No;15;Alta;Muy_Alta;80;1;27;4;Media;1;1.0;1;0
34;Yes;Travel_Rarely;Sales;14;Primaria;Medical;1;3361;Baja;M;Baja;2;Sales Executive;Baja;Divorced;5818;7;Y;Yes;15;Alta;Muy_Alta;80;2;9;2;Alta;2;2.0;2;2
32;No;Travel_Rarely;Human Resources;2;Universitaria;Human Resources;1;3362;Muy_Alta;M;Alta;1;Human Resources;Alta;Divorced;2681;3;Y;Yes;11;Alta;Alta;80;1;9;3;Alta;6;3.0;0;3
59;No;Travel_Rarely;Research & Development;9;Primaria;Life Sciences;1;3363;Muy_Alta;M;Baja;3;Manufacturing Director;Baja;Single;5965;3;Y;No;12;Alta;Baja;80;0;36;3;Baja;5;3.0;0;3
40;No;Travel_Frequently;Research & Development;6;Master;Medical;1;3364;Alta;F;Muy_Alta;2;Healthcare Representative;Muy_Alta;Married;4760;0;Y;No;24;Muy_Alta;Muy_Alta;80;1;9;2;Muy_Alta;8;3.0;3;6
21;Yes;Travel_Rarely;Sales;3;Secundaria;Medical;1;3365;Alta;F;Media;1;Sales Representative;Media;Single;1862;2;Y;No;14;Alta;Muy_Alta;80;0;3;3;Media;1;1.0;0;3
37;No;Travel_Rarely;Research & Development;21;Universitaria;Life Sciences;1;3366;Muy_Alta;M;Alta;2;Healthcare Representative;Alta;Divorced;5100;9;Y;No;15;Alta;Media;80;1;8;2;Alta;1;1.0;1;3
31;No;Travel_Rarely;Sales;8;Secundaria;Marketing;1;3367;Muy_Alta;F;Media;2;Sales Executive;Media;Married;7359;2;Y;Yes;11;Alta;Muy_Alta;80;0;7;3;Alta;4;3.0;2;3
38;No;Travel_Frequently;Research & Development;21;Secundaria;Life Sciences;1;3368;Muy_Alta;F;Media;3;Manufacturing Director;Media;Single;9939;0;Y;No;19;Muy_Alta;Media;80;1;12;2;Alta;8;3.0;2;8
42;No;Travel_Rarely;Sales;4;Universitaria;Marketing;1;3369;Alta;M;Alta;3;Sales Executive;Alta;Divorced;11131;0;Y;Yes;13;Alta;Muy_Alta;80;1;21;3;Alta;22;3.0;13;5
47;No;Travel_Rarely;Sales;11;Universitaria;Marketing;1;3370;Muy_Alta;M;Alta;2;Sales Executive;Alta;Single;5015;2;Y;No;12;Alta;Muy_Alta;80;0;20;2;Alta;6;3.0;1;7
39;No;Travel_Rarely;Human Resources;7;Universitaria;Other;1;3371;Alta;M;Alta;2;Human Resources;Alta;Divorced;4705;2;Y;No;13;Alta;Alta;80;0;16;4;Alta;11;3.0;4;7
34;No;Travel_Rarely;Research & Development;12;Primaria;Medical;1;3372;Media;M;Baja;3;Research Director;Baja;Married;12802;3;Y;No;13;Alta;Baja;80;1;19;3;Baja;18;3.0;1;11
52;No;Travel_Rarely;Sales;14;Universitaria;Life Sciences;1;3373;Alta;M;Alta;2;Sales Executive;Alta;Married;5206;4;Y;No;11;Alta;Alta;80;1;19;2;Alta;7;1.0;0;7
53;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;3374;Muy_Alta;M;Alta;4;Manager;Alta;Married;18815;3;Y;No;15;Alta;Media;80;1;27;2;Alta;9;3.0;8;7
53;No;Travel_Frequently;Research & Development;13;Universitaria;Life Sciences;1;3375;Baja;M;Alta;4;Research Director;Alta;Married;15445;1;Y;Yes;14;Alta;Media;80;0;23;3;Media;3;3.0;2;3
35;No;Travel_Frequently;Research & Development;3;Universitaria;Life Sciences;1;3376;Alta;M;Alta;2;Manufacturing Director;Alta;Married;3876;1;Y;No;12;Alta;Alta;80;1;2;1;Alta;1;1.0;0;4
25;Yes;Travel_Rarely;Research & Development;2;Primaria;Medical;1;3377;Baja;M;Baja;1;Research Scientist;Baja;Married;3770;4;Y;Yes;12;Alta;Muy_Alta;80;0;3;4;Baja;3;3.0;2;3
26;Yes;Travel_Rarely;Sales;2;Universitaria;Technical Degree;1;3378;Baja;M;Alta;1;Sales Representative;Alta;Single;3019;1;Y;Yes;16;Alta;Media;80;0;9;4;Alta;5;3.0;1;4
41;No;Non-Travel;Human Resources;1;Master;Medical;1;3379;Muy_Alta;F;Muy_Alta;2;Human Resources;Muy_Alta;Married;6177;6;Y;No;16;Alta;Baja;80;1;12;3;Alta;4;3.0;0;3
33;No;Non-Travel;Research & Development;23;Universitaria;Life Sciences;1;3380;Media;F;Alta;2;Laboratory Technician;Alta;Married;5274;7;Y;No;15;Alta;Alta;80;1;10;3;Alta;9;3.0;0;8
20;No;Travel_Rarely;Research & Development;6;Secundaria;Life Sciences;1;3381;Baja;F;Media;1;Laboratory Technician;Media;Single;1429;1;Y;No;12;Alta;Baja;80;0;2;1;Alta;0;0.0;2;2
28;No;Travel_Rarely;Sales;8;Universitaria;Medical;1;3382;Alta;M;Alta;2;Sales Executive;Alta;Divorced;6486;2;Y;Yes;11;Alta;Muy_Alta;80;1;7;2;Muy_Alta;7;2.0;2;3
37;No;Non-Travel;Sales;8;Secundaria;Life Sciences;1;3383;Baja;F;Media;3;Sales Executive;Media;Single;7541;1;Y;No;17;Alta;Media;80;0;13;1;Media;11;2.0;0;9
39;No;Non-Travel;Research & Development;16;Universitaria;Life Sciences;1;3384;Alta;M;Alta;1;Research Scientist;Alta;Divorced;4256;9;Y;No;17;Alta;Media;80;1;4;0;Alta;6;3.0;0;0
37;No;Travel_Rarely;Research & Development;1;Universitaria;Other;1;3385;Alta;M;Alta;2;Manufacturing Director;Alta;Married;5706;0;Y;No;15;Alta;Baja;80;1;9;2;Alta;9;3.0;0;5
31;No;Travel_Frequently;Research & Development;22;Universitaria;Medical;1;3386;Muy_Alta;M;Alta;1;Laboratory Technician;Alta;Married;2574;0;Y;No;13;Alta;Media;80;0;11;3;Alta;11;3.0;3;9
33;No;Non-Travel;Research & Development;6;Universitaria;Technical Degree;1;3387;Muy_Alta;M;Alta;2;Research Scientist;Alta;Divorced;3596;5;Y;No;16;Alta;Muy_Alta;80;2;13;2;Muy_Alta;10;3.0;1;6
41;No;Travel_Rarely;Sales;7;Universitaria;Life Sciences;1;3388;Baja;M;Alta;2;Sales Executive;Alta;Married;6008;1;Y;No;12;Alta;Alta;80;1;10;2;Alta;11;1.0;1;9
32;No;Non-Travel;Sales;17;Universitaria;Life Sciences;1;3389;Muy_Alta;M;Alta;4;Manager;Alta;Single;17262;0;Y;No;12;Alta;Muy_Alta;80;0;13;2;Alta;12;3.0;6;1
53;No;Travel_Rarely;Research & Development;15;Master;Medical;1;3390;Muy_Alta;F;Muy_Alta;3;Manufacturing Director;Muy_Alta;Divorced;4196;1;Y;No;11;Alta;Alta;80;2;5;2;Muy_Alta;4;3.0;2;2
42;Yes;Travel_Frequently;Sales;12;Universitaria;Life Sciences;1;3391;Alta;M;Alta;4;Sales Executive;Alta;Single;14399;0;Y;Yes;13;Alta;Media;80;0;19;2;Muy_Alta;19;4.0;13;15
23;No;Travel_Rarely;Research & Development;1;Secundaria;Technical Degree;1;3392;Muy_Alta;F;Media;1;Research Scientist;Media;Single;1009;1;Y;Yes;12;Alta;Alta;80;0;3;6;Alta;1;1.0;2;3
28;No;Travel_Rarely;Research & Development;2;Primaria;Medical;1;3393;Muy_Alta;M;Baja;1;Laboratory Technician;Baja;Divorced;1886;1;Y;Yes;11;Alta;Alta;80;3;2;4;Alta;4;2.0;0;0
36;No;Travel_Frequently;Research & Development;10;Master;Life Sciences;1;3394;Alta;F;Muy_Alta;2;Manufacturing Director;Muy_Alta;Divorced;3366;1;Y;No;13;Alta;Baja;80;1;9;3;Muy_Alta;9;3.0;6;2
35;No;Travel_Frequently;Sales;1;Universitaria;Marketing;1;3395;Alta;M;Alta;3;Sales Executive;Alta;Single;8365;1;Y;No;15;Alta;Baja;80;0;12;3;Alta;12;3.0;1;9
51;No;Travel_Rarely;Research & Development;29;Master;Medical;1;3396;Muy_Alta;F;Muy_Alta;1;Laboratory Technician;Muy_Alta;Married;2495;1;Y;Yes;11;Alta;Alta;80;3;18;3;Muy_Alta;18;1.0;3;10
35;Yes;Travel_Rarely;Research & Development;3;Universitaria;Life Sciences;1;3397;Baja;M;Alta;1;Laboratory Technician;Alta;Divorced;2419;1;Y;Yes;11;Alta;Muy_Alta;80;1;2;2;Alta;3;3.0;0;0
27;No;Travel_Rarely;Research & Development;15;Master;Medical;1;3398;Media;F;Muy_Alta;2;Healthcare Representative;Muy_Alta;Single;4460;0;Y;No;20;Alta;Alta;80;0;10;2;Media;7;3.0;1;6
35;No;Travel_Rarely;Sales;7;Universitaria;Life Sciences;1;3399;Muy_Alta;M;Alta;1;Sales Representative;Alta;Married;4289;1;Y;No;13;Alta;Baja;80;1;2;3;Alta;0;0.0;1;1
43;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;3400;Media;M;Alta;5;Research Director;Alta;Divorced;18019;0;Y;Yes;14;Alta;Muy_Alta;80;1;23;4;Alta;23;3.0;1;10
32;No;Travel_Rarely;Research & Development;25;Universitaria;Medical;1;3401;Alta;F;Alta;1;Laboratory Technician;Alta;Married;3596;3;Y;Yes;15;Alta;Alta;80;1;4;3;Alta;4;2.0;2;2
